Entry	CBB_01	CBB_02	CBB_03	rGlyP_07	rGlyP_08	rGlyP_09	CBB_UP_01	CBB_UP_02	CBB_UP_03	rGlyP_UP_07	rGlyP_UP_08	rGlyP_UP_09	CBB_01_imputado	CBB_02_imputado	CBB_03_imputado	rGlyP_07_imputado	rGlyP_08_imputado	rGlyP_09_imputado	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs	KEGG	log2FC	p_value	neg_log10_p	p_adj_fdr	regulate	color
Q0KF86	27.791631509064512	27.858011669325272	27.89749113847294	26.92212056338077	26.98102547178723	26.954984959054347	18	19	21	16	17	14	No	No	No	No	No	No	BIOB_CUPNH	Biotin synthase (EC 2.8.1.6)	bioB H16_A0183	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	343	biotin biosynthetic process [GO:0009102]		2 iron, 2 sulfur cluster binding [GO:0051537]; 4 iron, 4 sulfur cluster binding [GO:0051539]; biotin synthase activity [GO:0004076]; iron ion binding [GO:0005506]; biotin biosynthetic process [GO:0009102]	2 iron, 2 sulfur cluster binding [GO:0051537]; 4 iron, 4 sulfur cluster binding [GO:0051539]; biotin synthase activity [GO:0004076]; iron ion binding [GO:0005506]	GO:0004076; GO:0005506; GO:0009102; GO:0051537; GO:0051539	reh:H16_A0183	-0.8963344408801248	1.4246852612585936e-05	3.48067324224761	0.00033061820049208135	no_keep	gray
Q0KF87	27.07166496870426	26.92597543714574	26.839673358384317	26.42863417938498	26.351685705213622	26.45307018639276	6	6	7	6	7	7	No	No	No	No	No	No	Q0KF87_CUPNH	ATP-dependent dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase)	bioD H16_A0182 E6A55_00925	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	245	biotin biosynthetic process [GO:0009102]	cytosol [GO:0005829]	cytosol [GO:0005829]; ATP binding [GO:0005524]; dethiobiotin synthase activity [GO:0004141]; magnesium ion binding [GO:0000287]; biotin biosynthetic process [GO:0009102]	ATP binding [GO:0005524]; dethiobiotin synthase activity [GO:0004141]; magnesium ion binding [GO:0000287]	GO:0000287; GO:0004141; GO:0005524; GO:0005829; GO:0009102	reh:H16_A0182	-0.534641231080986	0.0019736373325806304	2.1092539897886136	0.007775816625408327	no_keep	gray
Q0KF88	27.831914421953016	27.817317653436504	27.9027294418076	27.468109428452284	27.513405314092623	27.538694101243816	15	16	16	14	16	15	No	No	No	No	No	No	BIOF_CUPNH	8-amino-7-oxononanoate synthase (AONS) (EC 2.3.1.47) (7-keto-8-amino-pelargonic acid synthase) (7-KAP synthase) (KAPA synthase) (8-amino-7-ketopelargonate synthase)	bioF H16_A0181	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	404	biotin biosynthetic process [GO:0009102]		8-amino-7-oxononanoate synthase activity [GO:0008710]; pyridoxal phosphate binding [GO:0030170]; biotin biosynthetic process [GO:0009102]	8-amino-7-oxononanoate synthase activity [GO:0008710]; pyridoxal phosphate binding [GO:0030170]	GO:0008710; GO:0009102; GO:0030170	reh:H16_A0181	-0.3439175578028042	0.0005074116848668167	2.518714300038327	0.0030289053335914888	no_keep	gray
Q0KF89	27.403648972374345	27.315604275083903	27.323335858187978	27.16357415292661	27.219750865562723	27.30240168308424	33	36	36	35	34	35	No	No	No	No	No	No	Q0KF89_CUPNH	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)	bioA H16_A0180 E6A55_00915	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	500	biotin biosynthetic process [GO:0009102]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; adenosylmethionine-8-amino-7-oxononanoate transaminase activity [GO:0004015]; pyridoxal phosphate binding [GO:0030170]; biotin biosynthetic process [GO:0009102]	adenosylmethionine-8-amino-7-oxononanoate transaminase activity [GO:0004015]; pyridoxal phosphate binding [GO:0030170]	GO:0004015; GO:0005737; GO:0009102; GO:0030170	reh:H16_A0180	-0.11895413469088822	0.07283039333259937	0.9196897990788803	0.12031234755962511	no_keep	gray
Q0KF90	23.741077530624775	23.959230853000953	24.258158323455778	24.126889746003823	24.289540125979308	24.22452916312281	6	9	9	11	11	11	No	No	No	No	No	No	Q0KF90_CUPNH	Enoyl-CoA hydratase/carnithine racemase (EC 4.2.1.17) (Enoyl-CoA hydratase/isomerase family protein)	H16_A0179 E6A55_00910	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	262	isoprenoid catabolic process [GO:0008300]		enoyl-CoA hydratase activity [GO:0004300]; isoprenoid catabolic process [GO:0008300]	enoyl-CoA hydratase activity [GO:0004300]	GO:0004300; GO:0008300	reh:H16_A0179	0.22749744267481375	0.22128056867735005	0.5284782917141085	0.2961567996190669	no_keep	gray
Q0KF92	26.862468849288323	26.866807876675097	26.84117436756312	26.969447236898436	26.96422294105398	26.952724572244268	17	19	20	20	20	20	No	No	No	No	No	No	Q0KF92_CUPNH	Carboxyltransferase (Methylcrotonoyl-CoA carboxylase)	H16_A0177 E6A55_00900	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	535	L-leucine catabolic process [GO:0006552]	methylcrotonoyl-CoA carboxylase complex [GO:1905202]	methylcrotonoyl-CoA carboxylase complex [GO:1905202]; methylcrotonoyl-CoA carboxylase activity [GO:0004485]; transferase activity [GO:0016740]; L-leucine catabolic process [GO:0006552]	methylcrotonoyl-CoA carboxylase activity [GO:0004485]; transferase activity [GO:0016740]	GO:0004485; GO:0006552; GO:0016740; GO:1905202	reh:H16_A0177	0.10531455222338337	0.000351735942227002	2.621825528931635	0.0023887707417510106	no_keep	gray
Q0KF93	25.716666255344368	25.68888413025083	25.746331625691877	25.922964781848915	26.102602054992005	25.956683013968085	7	8	8	7	8	8	No	No	No	No	No	No	Q0KF93_CUPNH	Glutathione S-transferase (EC 2.5.1.18)	H16_A0176 E6A55_00895	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	225			glutathione transferase activity [GO:0004364]	glutathione transferase activity [GO:0004364]	GO:0004364	reh:H16_A0176	0.2767892798406457	0.008596972586343473	1.639437685128504	0.022938357385316816	no_keep	gray
Q0KF94	21.100414066603065	21.007383050382774	20.436787891524432	20.881643640097657	21.208736094399107	20.92244283620487	2	1	1	2	1	1	No	No	No	No	No	No	Q0KF94_CUPNH	UPF0225 protein H16_A0175	H16_A0175 E6A55_00890	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	145						reh:H16_A0175	0.15607918739711835	0.5372539407701681	0.2131654206853497	0.6121171948119128	no_keep	gray
Q0KF95	27.062637337253776	26.758656266069583	26.572377228463044	26.73478934711191	26.494519703622323	26.598578247997025	8	9	10	10	8	9	No	No	No	No	No	No	Q0KF95_CUPNH	HAD family phosphatase (Phosphoglycolate phosphatase (EC 3.1.3.18))	H16_A0174 E6A55_00885	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	228			phosphoglycolate phosphatase activity [GO:0008967]	phosphoglycolate phosphatase activity [GO:0008967]	GO:0008967	reh:H16_A0174	-0.18859451101837976	0.3009870411005182	0.41983008731590166	0.3803381701179276	no_keep	gray
Q0KF96	26.922860515770076	26.54050820865345	26.389927513436405	26.937268067013132	26.66904733852775	26.828715471263976	3	3	3	3	3	3	No	No	No	No	No	No	Q0KF96_CUPNH	2-hydroxychromene-2-carboxylate isomerase (EC 5.99.1.4)	H16_A0173 E6A55_00880	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	218	glutathione metabolic process [GO:0006749]; naphthalene catabolic process [GO:1901170]		2-hydroxychromene-2-carboxylate isomerase activity [GO:0018845]; glutathione peroxidase activity [GO:0004602]; glutathione transferase activity [GO:0004364]; glutathione metabolic process [GO:0006749]; naphthalene catabolic process [GO:1901170]	2-hydroxychromene-2-carboxylate isomerase activity [GO:0018845]; glutathione peroxidase activity [GO:0004602]; glutathione transferase activity [GO:0004364]	GO:0004364; GO:0004602; GO:0006749; GO:0018845; GO:1901170	reh:H16_A0173	0.19391154631497898	0.3341254416425959	0.3827012843808977	0.4142845292553362	no_keep	gray
Q0KF97	25.368651109863	25.410522446054795	25.5180810693678	25.542291025497963	25.6780877120686	25.566569442609534	5	6	6	6	6	6	No	No	No	No	No	No	Q0KF97_CUPNH	Acyl-CoA dehydrogenase (EC 1.3.99.2)	H16_A0172 E6A55_00875	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	376			acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]	acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]	GO:0003995; GO:0050660	reh:H16_A0172	0.16323118496350375	0.05562445396963073	1.0101311636466448	0.09769421247734783	no_keep	gray
Q0KF98	25.396433872759967	25.59273279040643	25.761324916669174	25.94166755026405	26.087328075290248	26.05830014513216	7	8	7	7	8	8	No	No	No	No	No	No	Q0KF98_CUPNH	Dehydrogenase with different specificities (Related to short-chain alcohol dehydrogenases) (SDR family oxidoreductase)	H16_A0171 E6A55_00870	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	226			oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]	GO:0016616	reh:H16_A0171	0.4456013969503019	0.01763782071818401	1.3975619497508283	0.04003483567370072	no_keep	gray
Q0KF99	28.763597640467044	28.702771630687476	28.66581813923985	29.195298129599948	29.12507326290726	29.142200736818456	29	30	30	30	31	30	No	No	No	No	No	No	Q0KF99_CUPNH	Acetyl-CoA C-acyltransferase (EC 2.3.1.16) (Acetyl-CoA acetyltransferase (EC 2.3.1.9))	H16_A0170 E6A55_00865	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	392			acetyl-CoA C-acetyltransferase activity [GO:0003985]	acetyl-CoA C-acetyltransferase activity [GO:0003985]	GO:0003985	reh:H16_A0170	0.44346157297709965	0.00023592958669782694	2.739475297944599	0.0018219006972776636	no_keep	gray
Q0KFA0	23.66756938688293	23.837312495017063	24.05435530853715	23.94814651440108	24.14203834097114	23.966666632142292	6	7	7	7	7	7	No	No	No	No	No	No	Q0KFA0_CUPNH	carbonic anhydrase (EC 4.2.1.1)	can H16_A0169 E6A55_00860	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	223	carbon utilization [GO:0015976]		carbonate dehydratase activity [GO:0004089]; zinc ion binding [GO:0008270]; carbon utilization [GO:0015976]	carbonate dehydratase activity [GO:0004089]; zinc ion binding [GO:0008270]	GO:0004089; GO:0008270; GO:0015976	reh:H16_A0169	0.16587143235912194	0.26425997802559176	0.4687603676650289	0.3398127206417191	no_keep	gray
Q0KFA2	26.51930735703042	26.624925736103165	26.706157628190585	27.089990288917956	27.21155293917432	27.153837692484725	20	21	22	25	25	25	No	No	No	No	No	No	Q0KFA2_CUPNH	Isovaleryl-CoA dehydrogenase, mitochondrial (EC 1.3.8.4)	ivd1 H16_A0167 E6A55_00850	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	393	L-leucine catabolic process [GO:0006552]		flavin adenine dinucleotide binding [GO:0050660]; short-chain fatty acyl-CoA dehydrogenase activity [GO:0016937]; L-leucine catabolic process [GO:0006552]	flavin adenine dinucleotide binding [GO:0050660]; short-chain fatty acyl-CoA dehydrogenase activity [GO:0016937]	GO:0006552; GO:0016937; GO:0050660	reh:H16_A0167	0.5349967330842773	0.0011525800287601302	2.268549613050597	0.00538828287045467	no_keep	gray
Q0KFA3	22.79006906156449	22.885764799272117	22.857883859111716	22.623036449582383	22.85204058753913	22.921719375292884	2	2	2	2	2	2	No	No	No	No	No	No	Q0KFA3_CUPNH	Medium/long-chain acyl-CoA thioesterase YigI (EC 3.1.2.20)	H16_A0166 E6A55_00845	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	158			acyl-CoA hydrolase activity [GO:0016289]	acyl-CoA hydrolase activity [GO:0016289]	GO:0016289	reh:H16_A0166	-0.04564043584464628	0.6546542856869995	0.14314544409526436	0.7192080767483445	no_keep	gray
Q0KFA4	23.29517442048172	23.31631132631328	23.244893604134237	23.15277835269576	22.96293505646273	23.047553943064973	7	5	5	5	6	5	No	No	No	No	No	No	Q0KFA4_CUPNH	MerR family DNA-binding transcriptional regulator (Transcriptional regulator, MerR-family)	H16_A0165 E6A55_00840	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	154			DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700	reh:H16_A0165	-0.23103733290192352	0.017166538694042565	1.4050795102182172	0.039347803127959935	no_keep	gray
Q0KFA5	22.67764553468666	22.68298890573465	22.65792950867737	22.46332787347689	22.442171911269792	22.484973958854997	5	5	7	5	6	5	No	No	No	No	No	No	Q0KFA5_CUPNH	MBL fold metallo-hydrolase (Zn-dependent hydrolase including glyoxylase)	H16_A0164 E6A55_00835	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	358			hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]	hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]	GO:0016787; GO:0046872	reh:H16_A0164	-0.20936340183233426	0.00013435831549555427	2.9032698620862836	0.0012494823850611493	no_keep	gray
Q0KFA6	23.055865010303595	23.114895483971623	23.12753180474184	23.24762740417444	23.147148646549564	23.286016429276486	3	3	3	3	3	3	No	No	No	No	No	No	Q0KFA6_CUPNH	Cobalamin-binding protein (Putative periplasmic metal ion binding protein)	H16_A0163 E6A55_00830	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	277						reh:H16_A0163	0.12750006032781513	0.053144064032516446	1.0257409731792695	0.09424515365183202	no_keep	gray
Q0KFA7	23.584534233446767	23.509595819671336	23.425199814585252	23.24337569547861	23.298993888522627	23.51476479887547	3	4	4	3	4	4	No	No	No	No	No	No	Q0KFA7_CUPNH	Dehydrogenase/reductase oxidoreductase protein (SDR family oxidoreductase)	H16_A0162 E6A55_00825	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	268		membrane [GO:0016020]	membrane [GO:0016020]; oxidoreductase activity [GO:0016491]	oxidoreductase activity [GO:0016491]	GO:0016020; GO:0016491	reh:H16_A0162	-0.15406516160888373	0.17909492810391617	0.6047283535149596	0.24846867639511944	no_keep	gray
Q0KFA8	26.192230041955003	26.36447336695109	26.46731435843577	26.13818115203204	26.245339446549387	26.18485068564349	12	14	14	14	15	14	No	No	No	No	No	No	Q0KFA8_CUPNH	Thiol:disulfide interchange protein	H16_A0161 E6A55_00820	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	211		periplasmic space [GO:0042597]	periplasmic space [GO:0042597]; disulfide oxidoreductase activity [GO:0015036]	disulfide oxidoreductase activity [GO:0015036]	GO:0015036; GO:0042597	reh:H16_A0161	-0.15188216103898	0.1522613597289744	0.6611672301878945	0.21818895878688083	no_keep	gray
Q0KFA9	26.64813590797598	26.709074396501343	26.80343651214348	26.91185933106644	27.115819214366873	27.026633461039367	12	12	12	11	11	11	No	No	No	No	No	No	Q0KFA9_CUPNH	Cell division protein ftsN (SPOR domain-containing protein)	H16_A0160 E6A55_00815	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	241	cytokinetic process [GO:0032506]	cell division site [GO:0032153]; cell septum [GO:0030428]; membrane [GO:0016020]	cell division site [GO:0032153]; cell septum [GO:0030428]; membrane [GO:0016020]; peptidoglycan binding [GO:0042834]; cytokinetic process [GO:0032506]	peptidoglycan binding [GO:0042834]	GO:0016020; GO:0030428; GO:0032153; GO:0032506; GO:0042834	reh:H16_A0160	0.2978883966172958	0.0160315726087021	1.4266997916869597	0.03743692835584114	no_keep	gray
Q0KFB0	26.915876576393067	26.795987504843968	26.785373052395276	26.97699446415403	26.98197719990647	27.038455881609615	19	22	21	21	21	21	No	No	No	No	No	No	SYR_CUPNH	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	argS H16_A0159	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	595	arginyl-tRNA aminoacylation [GO:0006420]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; arginine-tRNA ligase activity [GO:0004814]; ATP binding [GO:0005524]; arginyl-tRNA aminoacylation [GO:0006420]	arginine-tRNA ligase activity [GO:0004814]; ATP binding [GO:0005524]	GO:0004814; GO:0005524; GO:0005737; GO:0006420	reh:H16_A0159	0.16673013734593667	0.02266351212480007	1.3142530627341025	0.04850058056619604	no_keep	gray
Q0KFB1	26.280649651603103	26.031660427097755	26.08678668930664	26.482187330230524	26.62157589073153	26.48293846408554	5	5	5	6	6	6	No	No	No	No	No	No	Q0KFB1_CUPNH	DUF1840 domain-containing protein	H16_A0158 E6A55_00805	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	106						reh:H16_A0158	0.3958683056800325	0.011087105212638256	1.5536562955568778	0.027947547595588144	no_keep	gray
Q0KFB2	26.342930637280716	26.46555070846068	26.655627507503297	27.082981364249704	27.25539492296955	27.18596835011067	16	16	17	18	18	18	No	No	No	No	No	No	Q0KFB2_CUPNH	DUF883 domain-containing protein (Uncharacterized conserved protein)	H16_A0157 E6A55_00800	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	142		plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; ribosome binding [GO:0043022]	ribosome binding [GO:0043022]	GO:0005886; GO:0043022	reh:H16_A0157	0.6867452613617431	0.0027101991138942434	2.006256600420489	0.009856969201355866	no_keep	gray
Q0KFB4	24.137142111354915	23.970518950598407	23.866164484700985	24.07505477348541	24.096091752548535	24.028085782896877	10	11	12	12	13	13	No	No	No	No	No	No	Q0KFB4_CUPNH	histidine kinase (EC 2.7.13.3)	H16_A0155 E6A55_00790	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	467		plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; phosphorelay sensor kinase activity [GO:0000155]; protein dimerization activity [GO:0046983]	phosphorelay sensor kinase activity [GO:0000155]; protein dimerization activity [GO:0046983]	GO:0000155; GO:0005886; GO:0046983	reh:H16_A0155	0.0751355874255033	0.4083822870576736	0.3094839668751602	0.49036112543041926	no_keep	gray
Q0KFB5	24.49098438208354	24.555462825879204	24.347478955927507	24.6797346812031	24.54680474567822	24.610352573591538	2	2	2	2	2	2	No	No	No	No	No	No	Q0KFB5_CUPNH	Response regulator	H16_A0154 E6A55_00785	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	135	phosphorelay signal transduction system [GO:0000160]		phosphorelay signal transduction system [GO:0000160]		GO:0000160	reh:H16_A0154	0.14765527886086716	0.11125930302705551	0.7726346376954519	0.16879724819957123	no_keep	gray
Q0KFB6	26.423086282842178	25.96545259357351	25.656752830810586	26.08269942875108	25.76899512725927	25.941242987028843	2	2	2	2	2	2	No	No	No	No	No	No	Q0KFB6_CUPNH	Response regulator transcription factor (Response regulator, NarL-family)	H16_A0153 E6A55_00780	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	210	phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]		DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]	DNA binding [GO:0003677]	GO:0000160; GO:0003677; GO:0006355	reh:H16_A0153	-0.08411805472902856	0.7440332923421287	0.09869938768923897	0.7967106310882882	no_keep	gray
Q0KFB7	22.77366397320105	22.77055875918028	22.645272607181113	22.43258500328578	22.43476152362538	22.416310203739386	2	3	3	3	3	3	No	No	No	No	No	No	Q0KFB7_CUPNH	Late embryogenesis abundant protein	H16_A0152 E6A55_00775	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	153						reh:H16_A0152	-0.30194620297063324	0.002108103158222483	2.0876690223236865	0.00817204929462341	no_keep	gray
Q0KFB8	25.90160064366377	26.06100930527527	26.175158795208173	25.750745200581804	25.78903056764632	25.71110748639492	18	23	22	20	22	20	No	No	No	No	No	No	Q0KFB8_CUPNH	Methionine synthase (EC 2.1.1.13) (5-methyltetrahydrofolate--homocysteine methyltransferase)	metH H16_A0151 E6A55_00770	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	915	homocysteine metabolic process [GO:0050667]; methylation [GO:0032259]; tetrahydrofolate metabolic process [GO:0046653]	cytosol [GO:0005829]	cytosol [GO:0005829]; cobalamin binding [GO:0031419]; methionine synthase activity [GO:0008705]; zinc ion binding [GO:0008270]; homocysteine metabolic process [GO:0050667]; methylation [GO:0032259]; tetrahydrofolate metabolic process [GO:0046653]	cobalamin binding [GO:0031419]; methionine synthase activity [GO:0008705]; zinc ion binding [GO:0008270]	GO:0005829; GO:0008270; GO:0008705; GO:0031419; GO:0032259; GO:0046653; GO:0050667	reh:H16_A0151	-0.29562849650805134	0.023059264262512338	1.3087723752162759	0.04911652408959592	no_keep	gray
Q0KFB9	27.354042804912023	27.108967116125804	26.91249575687347	26.6451962037942	26.6094371450528	26.691045905762877	5	7	6	6	5	6	No	No	No	No	No	No	Q0KFB9_CUPNH	Betainehomocysteine S-methyltransferase (EC 2.1.1.5)	bhmT H16_A0150	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	319	homocysteine metabolic process [GO:0050667]; methylation [GO:0032259]; tetrahydrofolate metabolic process [GO:0046653]	cytosol [GO:0005829]	cytosol [GO:0005829]; betaine-homocysteine S-methyltransferase activity [GO:0047150]; methionine synthase activity [GO:0008705]; zinc ion binding [GO:0008270]; homocysteine metabolic process [GO:0050667]; methylation [GO:0032259]; tetrahydrofolate metabolic process [GO:0046653]	betaine-homocysteine S-methyltransferase activity [GO:0047150]; methionine synthase activity [GO:0008705]; zinc ion binding [GO:0008270]	GO:0005829; GO:0008270; GO:0008705; GO:0032259; GO:0046653; GO:0047150; GO:0050667	reh:H16_A0150	-0.4766088077671391	0.021401819133407118	1.3343271651653854	0.04630979247621599	no_keep	gray
Q0KFC0	25.48587049305451	25.268630794473268	25.228380315419507	24.899166897031225	24.76255916868652	24.8921536427691	4	4	3	4	3	3	No	No	No	No	No	No	Q0KFC0_CUPNH	Rhodanese-related sulfurtransferase (EC 2.8.1.-)	pspE1 H16_A0149	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	172			transferase activity [GO:0016740]	transferase activity [GO:0016740]	GO:0016740	reh:H16_A0149	-0.47633396482014945	0.006483930286010922	1.7376088078255352	0.018297476252324335	no_keep	gray
Q0KFC2	25.883484489818144	25.92143219268843	25.9524838234474	26.638692917291372	26.714948475773657	26.64837576110954	8	9	9	9	9	9	No	No	No	No	No	No	Q0KFC2_CUPNH	Alpha/beta fold hydrolase (Predicted hydrolase or acyltransferase (Alpha/beta hydrolase superfamily))	H16_A0147 E6A55_00750	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	280		membrane [GO:0016020]	membrane [GO:0016020]; acyltransferase activity [GO:0016746]; hydrolase activity [GO:0016787]	acyltransferase activity [GO:0016746]; hydrolase activity [GO:0016787]	GO:0016020; GO:0016746; GO:0016787	reh:H16_A0147	0.7482055494068689	1.790069797528192e-05	3.429139010908911	0.00037227252853583005	no_keep	gray
Q0KFC4	23.241078130214117	23.102265872700944	23.02858083499233	23.023990491851254	23.044855766763007	22.943107782583017	4	4	4	4	4	4	No	No	No	No	No	No	Q0KFC4_CUPNH	IclR family transcriptional regulator (Transcriptional regulator, IclR-family)	H16_A0145 E6A55_00740	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	277	negative regulation of DNA-templated transcription [GO:0045892]		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; negative regulation of DNA-templated transcription [GO:0045892]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0045892	reh:H16_A0145	-0.11999026557003845	0.15977951612625607	0.644056629609995	0.22695688932970387	no_keep	gray
Q0KFC5	22.76409943177297	22.726971418239735	22.66037119488128	23.98942618699365	23.87186482633193	23.644518889360537	3	3	2	2	2	3	No	No	No	No	No	No	Q0KFC5_CUPNH	Probable extra-cytoplasmic solute receptor (Tripartite tricarboxylate transporter substrate binding protein)	H16_A0144 E6A55_00735	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	332						reh:H16_A0144	1.1181226192640459	0.00045163433048500283	2.548059208927857	0.002831006008262843	upregulate	red
