Entry	CBB_01	CBB_02	CBB_03	rGlyP_07	rGlyP_08	rGlyP_09	CBB_UP_01	CBB_UP_02	CBB_UP_03	rGlyP_UP_07	rGlyP_UP_08	rGlyP_UP_09	CBB_01_imputado	CBB_02_imputado	CBB_03_imputado	rGlyP_07_imputado	rGlyP_08_imputado	rGlyP_09_imputado	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs	KEGG
Q0KCL2	27.437879835556064	27.42944489210014	27.52217042263867	27.00624512362615	26.956520574949742	27.02194137562666	16	15	17	16	17	17	No	No	No	No	No	No	Q0KCL2_CUPNH	MoxR family ATPase (MoxR-like ATPase (EC 3.6.1.-))	H16_A1118 E6A55_05650	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	296			ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0016887	reh:H16_A1118
Q0KCL3	24.78874534845566	24.75885034666985	24.844165441981975	24.785787546033266	24.94876162286135	24.811975881595018	7	8	7	8	7	9	No	No	No	No	No	No	Q0KCL3_CUPNH	N-acetyltransferase (Putative amino-acid acetyltransferase)	H16_A1117 E6A55_05645	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	197			acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]	GO:0016747	reh:H16_A1117
Q0KCL4	24.993696111265912	25.015154135154187	24.844006679876195	24.71017208069361	24.630420683138716	24.660145076657972	4	4	4	4	4	4	No	No	No	No	No	No	Q0KCL4_CUPNH	Protein containing von Willebrand factor type A(VWA) domain (VWA domain-containing protein)	coxE2 H16_A1116 E6A55_05640	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	391						reh:H16_A1116
Q0KCL6	22.873320539320176	22.789466192626517	22.853962355836583	23.377551051970983	23.364025882034777	23.2591283753071	5	6	4	7	7	6	No	No	No	No	No	No	Q0KCL6_CUPNH	NAD-dependent aldehyde dehydrogenase (EC 1.2.1.3)	H16_A1114	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	483			aldehyde dehydrogenase (NAD+) activity [GO:0004029]	aldehyde dehydrogenase (NAD+) activity [GO:0004029]	GO:0004029	reh:H16_A1114
Q0KCM0	25.3425337298315	25.08444699488949	25.07873282389518	24.897285763509213	24.67974218806903	24.786119973862508	1	2	2	2	2	2	No	No	No	No	No	No	Q0KCM0_CUPNH	Probable extra-cytoplasmic solute receptor (Tripartite tricarboxylate transporter substrate binding protein BugE)	H16_A1110 E6A55_05610	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	328						reh:H16_A1110
Q0KCM1	23.849658096778487	24.17979763033376	24.189278941283575	24.050856232556526	24.064325161078266	23.94972080690819	6	5	5	6	6	5	No	No	No	No	No	No	Q0KCM1_CUPNH	N-formylglutamate amidohydrolase (EC 3.5.1.68)	hutG2 H16_A1109 E6A55_05605	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	295			N-formylglutamate deformylase activity [GO:0050129]	N-formylglutamate deformylase activity [GO:0050129]	GO:0050129	reh:H16_A1109
Q0KCM3	26.859131640031	26.89808610803156	26.86808161049488	27.288169921456294	27.28423374926722	27.31449310645064	19	22	22	22	21	22	No	No	No	No	No	No	Q0KCM3_CUPNH	Zinc-carboxypeptidase (EC 3.4.17.-)	H16_A1107 E6A55_05595	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	380	proteolysis [GO:0006508]		metallocarboxypeptidase activity [GO:0004181]; zinc ion binding [GO:0008270]; proteolysis [GO:0006508]	metallocarboxypeptidase activity [GO:0004181]; zinc ion binding [GO:0008270]	GO:0004181; GO:0006508; GO:0008270	reh:H16_A1107
Q0KCM4	24.82826357870467	24.707951415348052	24.673786460766596	24.65596908248251	24.793192746634304	24.8813040067836	5	8	9	7	7	7	No	No	No	No	No	No	Q0KCM4_CUPNH	UPF0246 protein H16_A1106	H16_A1106	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	306	response to hydroperoxide [GO:0033194]	cytosol [GO:0005829]	cytosol [GO:0005829]; response to hydroperoxide [GO:0033194]		GO:0005829; GO:0033194	reh:H16_A1106
Q0KCM6	26.499541878690213	26.77479705581787	26.861195393282237	26.708937712421996	26.843637664980665	26.70330118586792	6	7	7	7	7	7	No	No	No	No	No	No	Q0KCM6_CUPNH	Aspartate/tyrosine/aromatic aminotransferase (EC 2.6.1.-) (Pyridoxal phosphate-dependent aminotransferase)	H16_A1104 E6A55_05580	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	393	biosynthetic process [GO:0009058]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; kynurenine-oxoglutarate transaminase activity [GO:0016212]; pyridoxal phosphate binding [GO:0030170]; biosynthetic process [GO:0009058]	kynurenine-oxoglutarate transaminase activity [GO:0016212]; pyridoxal phosphate binding [GO:0030170]	GO:0005737; GO:0009058; GO:0016212; GO:0030170	reh:H16_A1104
Q0KCM7	24.100767546764807	24.00677314850127	23.881564265939804	25.140080478962272	25.05836075012054	25.13967551618938	3	3	4	4	3	4	No	No	No	No	No	No	Q0KCM7_CUPNH	Glutathione S-transferase (EC 2.5.1.18)	H16_A1103 E6A55_05575	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	213		cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; glutathione transferase activity [GO:0004364]	glutathione transferase activity [GO:0004364]	GO:0004364; GO:0005737	reh:H16_A1103
Q0KCM8	27.262744727793702	27.02583128632302	26.92525644134465	27.10005339081368	26.98711957826994	27.03244769035251	16	17	16	17	18	15	No	No	No	No	No	No	Q0KCM8_CUPNH	3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	paaH2 H16_A1102 E6A55_05570	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	507	fatty acid beta-oxidation [GO:0006635]		3-hydroxyacyl-CoA dehydrogenase activity [GO:0003857]; 3-hydroxybutyryl-CoA dehydrogenase activity [GO:0008691]; NAD+ binding [GO:0070403]; fatty acid beta-oxidation [GO:0006635]	3-hydroxyacyl-CoA dehydrogenase activity [GO:0003857]; 3-hydroxybutyryl-CoA dehydrogenase activity [GO:0008691]; NAD+ binding [GO:0070403]	GO:0003857; GO:0006635; GO:0008691; GO:0070403	reh:H16_A1102
Q0KCM9	25.122926876850197	24.873977820230586	24.802276314151474	24.68410207229654	24.557765816648896	24.59865388239113	7	8	8	7	7	7	No	No	No	No	No	No	Q0KCM9_CUPNH	Enoyl-CoA hydratase (EC 4.2.1.17)	H16_A1101 E6A55_05565	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	259	fatty acid beta-oxidation [GO:0006635]		enoyl-CoA hydratase activity [GO:0004300]; fatty acid beta-oxidation [GO:0006635]	enoyl-CoA hydratase activity [GO:0004300]	GO:0004300; GO:0006635	reh:H16_A1101
Q0KCN0	22.780793062231854	23.202116558914675	23.62728256519337	24.19954748087086	24.29379281412943	24.230243910836663	4	5	5	6	7	7	No	No	No	No	No	No	Q0KCN0_CUPNH	Fructose-2,6-bisphosphatase (EC 3.1.3.46) (Histidine phosphatase family protein)	H16_A1100 E6A55_05560	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	241			fructose-2,6-bisphosphate 2-phosphatase activity [GO:0004331]	fructose-2,6-bisphosphate 2-phosphatase activity [GO:0004331]	GO:0004331	reh:H16_A1100
Q0KCN1	25.770216538918888	25.59536158719319	25.460198218033742	26.94547973884891	26.764277684113676	26.85968845144573	11	13	13	16	16	16	No	No	No	No	No	No	Q0KCN1_CUPNH	Phosphotransferase family protein (Predicted aminoglycoside phosphotransferase (EC 2.7.1.95))	H16_A1099 E6A55_05555	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	358			kanamycin kinase activity [GO:0008910]	kanamycin kinase activity [GO:0008910]	GO:0008910	reh:H16_A1099
Q0KCN2	26.903250124678515	26.81084695400668	26.688584066956984	26.70422051789601	26.616216306949987	26.65533783805663	26	30	29	28	28	28	No	No	No	No	No	No	Q0KCN2_CUPNH	Glutathione hydrolase proenzyme (EC 2.3.2.2) (EC 3.4.19.13) [Cleaved into: Glutathione hydrolase large chain; Glutathione hydrolase small chain]	ggt H16_A1098 E6A55_05550	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	626	glutathione biosynthetic process [GO:0006750]; glutathione catabolic process [GO:0006751]		glutathione hydrolase activity [GO:0036374]; leukotriene C4 gamma-glutamyl transferase activity [GO:0103068]; glutathione biosynthetic process [GO:0006750]; glutathione catabolic process [GO:0006751]	glutathione hydrolase activity [GO:0036374]; leukotriene C4 gamma-glutamyl transferase activity [GO:0103068]	GO:0006750; GO:0006751; GO:0036374; GO:0103068	reh:H16_A1098
Q0KCN3	24.096092164345546	23.59503602627355	23.57170560971584	23.483570491490095	23.12994599457616	23.354621928749378	3	4	4	4	3	4	No	No	No	No	No	No	Q0KCN3_CUPNH	Uncharacterized protein containing a von Willebrand factor type A (VWA) domain (VWA domain-containing protein)	H16_A1097 E6A55_05545	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	566						reh:H16_A1097
Q0KCN8	24.318412966600373	24.160487844955014	24.07431882288163	24.392569929320103	24.246908186862523	24.24529162227868	7	7	7	7	7	7	No	No	No	No	No	No	Q0KCN8_CUPNH	LysR family transcriptional regulator (Transcriptional regulator, LysR-family)	H16_A1092 E6A55_05525	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	312			DNA-binding transcription factor activity [GO:0003700]	DNA-binding transcription factor activity [GO:0003700]	GO:0003700	reh:H16_A1092
Q0KCN9	25.60101627156341	25.767661722778342	25.89926075066605	26.607292626163773	26.73210822372078	26.662788915570395	34	36	35	42	45	44	No	No	No	No	No	No	Q0KCN9_CUPNH	Acyl-CoA dehydrogenase	H16_A1091 E6A55_05520	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	420	fatty acid beta-oxidation using acyl-CoA dehydrogenase [GO:0033539]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]; fatty acid beta-oxidation using acyl-CoA dehydrogenase [GO:0033539]	acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]	GO:0003995; GO:0005737; GO:0033539; GO:0050660	reh:H16_A1091
Q0KCP0	25.87421656542672	26.017640114861837	26.370607838482623	25.980471815758783	26.18439148889184	26.13533430468251	3	3	3	3	3	3	No	No	No	No	No	No	Q0KCP0_CUPNH	Glutathione S-transferase (EC 2.5.1.18) (Thiol:disulfide oxidoreductase)	H16_A1090 E6A55_05515	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	230			glutathione transferase activity [GO:0004364]	glutathione transferase activity [GO:0004364]	GO:0004364	reh:H16_A1090
Q0KCR0	25.721190825310135	25.625712300755968	25.656381801565455	26.325656832059114	26.24176505843157	26.279070478967057	5	5	5	5	5	5	No	No	No	No	No	No	Q0KCR0_CUPNH	Acyl dehydratase (EC 4.2.1.-) (MaoC family dehydratase)	H16_A1070 E6A55_05415	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	158			lyase activity [GO:0016829]	lyase activity [GO:0016829]	GO:0016829	reh:H16_A1070
Q0KCR1	24.24935346059629	24.402133707439816	24.419822801439608	24.63012183847688	24.47149266961791	24.531880553719738	5	5	5	6	6	5	No	No	No	No	No	No	Q0KCR1_CUPNH	Acyl dehydratase (EC 4.2.1.-) (MaoC family dehydratase)	H16_A1069 E6A55_05410	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	147			lyase activity [GO:0016829]	lyase activity [GO:0016829]	GO:0016829	reh:H16_A1069
Q0KCR2	26.942575529082102	26.83869996115496	26.80458948334117	27.138066745632	27.061342873804808	27.070001832379088	22	23	23	27	25	24	No	No	No	No	No	No	Q0KCR2_CUPNH	Acyl-CoA dehydrogenase (EC 1.3.99.3)	H16_A1068 E6A55_05405	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	372			acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]	acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]	GO:0003995; GO:0050660	reh:H16_A1068
Q0KCR3	25.029061446278053	25.224475919768327	25.411787056668945	25.56371456888084	25.65388675276109	25.534360164424264	14	15	14	14	13	15	No	No	No	No	No	No	Q0KCR3_CUPNH	Acyl-CoA dehydrogenase (EC 1.3.99.3) (Pimeloyl-CoA dehydrogenase large subunit)	H16_A1067 E6A55_05400	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	400		plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity, acting on the CH-CH group of donors [GO:0016627]	flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity, acting on the CH-CH group of donors [GO:0016627]	GO:0005886; GO:0016627; GO:0050660	reh:H16_A1067
Q0KCR5	25.060917178040626	25.191387486615696	25.256784144361212	25.008551879311273	24.970402468748983	25.02396720529531	6	6	9	5	7	4	No	No	No	No	No	No	Q0KCR5_CUPNH	GDP-mannose pyrophosphatase (GDP-mannose hydrolase) (GDPMK)	H16_A1065 E6A55_05390	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	211	nucleoside phosphate metabolic process [GO:0006753]; ribose phosphate metabolic process [GO:0019693]	cytosol [GO:0005829]	cytosol [GO:0005829]; hydrolase activity [GO:0016787]; nucleoside phosphate metabolic process [GO:0006753]; ribose phosphate metabolic process [GO:0019693]	hydrolase activity [GO:0016787]	GO:0005829; GO:0006753; GO:0016787; GO:0019693	reh:H16_A1065
Q0KCR9	20.301167725451972	20.599164704454875	20.928004904471297	20.151152363054408	20.598690848149495	20.514468802790255	2	3	3	2	2	2	No	No	No	No	No	No	Q0KCR9_CUPNH	NADH dehydrogenase chain L (EC 1.6.5.3) (NADH-quinone oxidoreductase subunit L)	nuoL H16_A1061 E6A55_05370	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	695	ATP synthesis coupled electron transport [GO:0042773]; electron transport coupled proton transport [GO:0015990]	endomembrane system [GO:0012505]; membrane [GO:0016020]	endomembrane system [GO:0012505]; membrane [GO:0016020]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; NADH dehydrogenase activity [GO:0003954]; ATP synthesis coupled electron transport [GO:0042773]; electron transport coupled proton transport [GO:0015990]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]; NADH dehydrogenase activity [GO:0003954]	GO:0003954; GO:0008137; GO:0012505; GO:0015990; GO:0016020; GO:0042773	reh:H16_A1061
Q0KCS1	27.44385185422879	27.02300816112392	26.801269656896267	26.50326182495658	26.1127157427424	26.094349144005673	4	5	3	4	4	3	No	No	No	No	No	No	Q0KCS1_CUPNH	NADH-quinone oxidoreductase subunit J (EC 7.1.1.-)	nuoJ H16_A1059 E6A55_05360	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	214		plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]	GO:0005886; GO:0008137; GO:0048038	reh:H16_A1059
Q0KCS2	25.637531299595626	25.765829835439263	25.83527304940488	25.374182280239847	25.43759558586201	25.37897128867585	16	16	17	13	15	15	No	No	No	No	No	No	NUOI_CUPNH	NADH-quinone oxidoreductase subunit I (EC 7.1.1.-) (NADH dehydrogenase I subunit I) (NDH-1 subunit I)	nuoI H16_A1058	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	163	aerobic respiration [GO:0009060]	plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; 4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]; NADH:ubiquinone reductase (non-electrogenic) activity [GO:0050136]; quinone binding [GO:0048038]; aerobic respiration [GO:0009060]	4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]; NADH:ubiquinone reductase (non-electrogenic) activity [GO:0050136]; quinone binding [GO:0048038]	GO:0005506; GO:0005886; GO:0009060; GO:0048038; GO:0050136; GO:0051539	reh:H16_A1058
Q0KCS4	29.05618271433391	28.97605192121787	28.959669624506752	28.415270220042306	28.331162302080223	28.373260260822377	58	63	64	51	53	48	No	No	No	No	No	No	Q0KCS4_CUPNH	NADH-quinone oxidoreductase (EC 7.1.1.-)	nuoG H16_A1056 E6A55_05345	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	788	ATP synthesis coupled electron transport [GO:0042773]	membrane [GO:0016020]	membrane [GO:0016020]; 2 iron, 2 sulfur cluster binding [GO:0051537]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]; ATP synthesis coupled electron transport [GO:0042773]	2 iron, 2 sulfur cluster binding [GO:0051537]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]	GO:0008137; GO:0016020; GO:0042773; GO:0046872; GO:0048038; GO:0051537; GO:0051539	reh:H16_A1056
Q0KCS5	25.12387173350149	25.751212880546973	25.98661224471232	25.20410692428352	25.40436773911747	25.408581951637295	8	8	10	7	8	7	No	No	No	No	No	No	Q0KCS5_CUPNH	NADH-quinone oxidoreductase subunit F (EC 7.1.1.-)	nuoF H16_A1055 E6A55_05340	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	431	cellular respiration [GO:0045333]		4 iron, 4 sulfur cluster binding [GO:0051539]; FMN binding [GO:0010181]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; NADH dehydrogenase activity [GO:0003954]; quinone binding [GO:0048038]; cellular respiration [GO:0045333]	4 iron, 4 sulfur cluster binding [GO:0051539]; FMN binding [GO:0010181]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; NADH dehydrogenase activity [GO:0003954]; quinone binding [GO:0048038]	GO:0003954; GO:0008137; GO:0010181; GO:0045333; GO:0046872; GO:0048038; GO:0051287; GO:0051539	reh:H16_A1055
Q0KCS6	26.320681742102742	26.35318268580592	26.31070485827106	25.81772667488605	25.84527492192295	25.745069636725123	7	7	7	6	7	6	No	No	No	No	No	No	Q0KCS6_CUPNH	NADH dehydrogenase chain E (EC 1.6.5.3)	nuoE H16_A1054	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	167			2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; NADH dehydrogenase activity [GO:0003954]	2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; NADH dehydrogenase activity [GO:0003954]	GO:0003954; GO:0046872; GO:0051537	reh:H16_A1054
Q0KCS7	26.754260704690353	26.84334386998018	26.935851994033943	26.38315144449835	26.40421161390085	26.34568661274583	24	30	28	25	25	25	No	No	No	No	No	No	NUOD_CUPNH	NADH-quinone oxidoreductase subunit D (EC 7.1.1.-) (NADH dehydrogenase I subunit D) (NDH-1 subunit D)	nuoD H16_A1053	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	417		plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; NAD binding [GO:0051287]; NADH:ubiquinone reductase (non-electrogenic) activity [GO:0050136]; quinone binding [GO:0048038]	NAD binding [GO:0051287]; NADH:ubiquinone reductase (non-electrogenic) activity [GO:0050136]; quinone binding [GO:0048038]	GO:0005886; GO:0048038; GO:0050136; GO:0051287	reh:H16_A1053
Q0KCS8	28.548617943184937	28.351612875703054	28.203355254607185	27.86344105148422	27.713854487716272	27.81764139619407	8	9	8	6	8	6	No	No	No	No	No	No	NUOC_CUPNH	NADH-quinone oxidoreductase subunit C (EC 7.1.1.-) (NADH dehydrogenase I subunit C) (NDH-1 subunit C)	nuoC H16_A1052	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	198		plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; NADH:ubiquinone reductase (non-electrogenic) activity [GO:0050136]; quinone binding [GO:0048038]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]; NADH:ubiquinone reductase (non-electrogenic) activity [GO:0050136]; quinone binding [GO:0048038]	GO:0005886; GO:0008137; GO:0048038; GO:0050136	reh:H16_A1052
Q0KCS9	23.635724761314886	23.613224487348344	23.85349997341752	23.223879574402467	23.281597790160447	23.310850611323257	5	5	5	4	5	5	No	No	No	No	No	No	NUOB_CUPNH	NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	nuoB H16_A1051	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	160	aerobic respiration [GO:0009060]; electron transport coupled proton transport [GO:0015990]	plasma membrane [GO:0005886]; respiratory chain complex I [GO:0045271]	plasma membrane [GO:0005886]; respiratory chain complex I [GO:0045271]; 4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; NADH:ubiquinone reductase (non-electrogenic) activity [GO:0050136]; quinone binding [GO:0048038]; aerobic respiration [GO:0009060]; electron transport coupled proton transport [GO:0015990]	4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; NADH:ubiquinone reductase (non-electrogenic) activity [GO:0050136]; quinone binding [GO:0048038]	GO:0005506; GO:0005886; GO:0008137; GO:0009060; GO:0015990; GO:0045271; GO:0048038; GO:0050136; GO:0051539	reh:H16_A1051
Q0KCT2	27.147089163451582	27.009047973453377	26.92166232000566	26.65102798427876	26.54756228825435	26.612353963827108	13	15	15	14	14	15	No	No	No	No	No	No	TPIS_CUPNH	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	tpiA H16_A1047	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	245	gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; glycerol catabolic process [GO:0019563]; glycolytic process [GO:0006096]	cytosol [GO:0005829]	cytosol [GO:0005829]; triose-phosphate isomerase activity [GO:0004807]; gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; glycerol catabolic process [GO:0019563]; glycolytic process [GO:0006096]	triose-phosphate isomerase activity [GO:0004807]	GO:0004807; GO:0005829; GO:0006094; GO:0006096; GO:0019563; GO:0046166	reh:H16_A1047
Q0KCT3	29.628908867563126	29.652973771153803	29.63079289139346	29.704411365301787	29.62524175674173	29.643825534714058	18	18	19	17	19	18	No	No	No	No	No	No	Q0KCT3_CUPNH	NAD(P)H-quinone oxidoreductase (Putative Zn-dependent oxidoreductase)	H16_A1046 E6A55_05295	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	334			NADPH binding [GO:0070402]; oxidoreductase activity, acting on NAD(P)H [GO:0016651]	NADPH binding [GO:0070402]; oxidoreductase activity, acting on NAD(P)H [GO:0016651]	GO:0016651; GO:0070402	reh:H16_A1046
Q0KCT4	30.269933194548024	30.186841791502975	30.216767649917347	30.133648501187537	30.088259153138377	30.104476365575103	34	34	37	32	35	34	No	No	No	No	No	No	PNP_CUPNH	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase)	pnp H16_A1045	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	723	mRNA catabolic process [GO:0006402]; RNA processing [GO:0006396]	cytosol [GO:0005829]	cytosol [GO:0005829]; 3'-5'-RNA exonuclease activity [GO:0000175]; magnesium ion binding [GO:0000287]; polyribonucleotide nucleotidyltransferase activity [GO:0004654]; RNA binding [GO:0003723]; mRNA catabolic process [GO:0006402]; RNA processing [GO:0006396]	3'-5'-RNA exonuclease activity [GO:0000175]; magnesium ion binding [GO:0000287]; polyribonucleotide nucleotidyltransferase activity [GO:0004654]; RNA binding [GO:0003723]	GO:0000175; GO:0000287; GO:0003723; GO:0004654; GO:0005829; GO:0006396; GO:0006402	reh:H16_A1045
